03-Jul-24,4,09GB133,3487.4,0,0,0,0,3487.4
03-Jul-24,2,03AM003,7279.5,97584.41,0,0,97584.41,0
03-Jul-24,2,14FD027,10528,47837.7,0,0,47837.7,0
03-Jul-24,2,FDE670,30455,148158.08,454028.32,0,602186.4,0
03-Jul-24,1,01AT416,23955.43,242222.18,0,0,242222.18,0
03-Jul-24,4,01AT458,80141.45,10174.25,0,0,10174.25,69967.2
03-Jul-24,4,09FD231,1128,1746.88,6604.2,0,8351.08,0
03-Jul-24,1,07DWE51,13065.57,16437.75,0,0,16437.75,0
03-Jul-24,4,07HD061,11466.56,9847.52,0,0,9847.52,1619.04
03-Jul-24,E,03AK046,5712,30029.48,1250207.62,0,1280237.1,0
03-Jul-24,E,01BW007,753.36,44112.52,0,0,44112.52,0
03-Jul-24,1,07BL001,1405.44,4613.64,0,0,4613.64,0
03-Jul-24,2,01SD003,3537,10487.07,0,0,10487.07,0
03-Jul-24,2,09FD334,2182.06,11529.45,0,0,11529.45,0
03-Jul-24,3,AHM012,4145.4,0,0,0,0,4145.4
03-Jul-24,2,01SK004,9075.58,861670.89,0,0,861670.89,0
03-Jul-24,3,15FD008,2970,0,0,0,0,2970
03-Jul-24,2,AHM011,46077.59,4517157.51,0,0,4517157.51,0
03-Jul-24,1,01DNE01,2119.7,11476.64,0,0,11476.64,0
03-Jul-24,1,FDE724,7460,1617983.66,0,0,1617983.66,0
03-Jul-24,2,07GV010,1913.76,608.26,0,0,608.26,1305.5
03-Jul-24,1,07FN024,22947.02,147944.39,0,0,147944.39,0
03-Jul-24,2,01EQ002,110750,10965302.21,0,0,10965302.21,0
03-Jul-24,1,11AA119,2050,121.06,0,0,121.06,1928.94
03-Jul-24,1,09CK060,54288,392953.52,0,0,392953.52,0
03-Jul-24,1,11AA038,723.7,23406.93,0,0,23406.93,0
03-Jul-24,2,07EM089,27161,24057.51,0,0,24057.51,3103.49
03-Jul-24,1,01AHE02,24853.68,124440.1,0,0,124440.1,0
03-Jul-24,1,FDE761,1469.1,2516.19,0,0,2516.19,0
03-Jul-24,4,11AA080,69323.8,11888.25,0,57435.55,69323.8,0
03-Jul-24,1,09GB072,4320.8,132626.41,0,0,132626.41,0
03-Jul-24,4,09HS195,16800,53702.18,0,0,53702.18,0
03-Jul-24,3,FDE834,107191.8,1000000,0,0,1000000,0
03-Jul-24,1,07ALJL,5442.5,10804.76,0,0,10804.76,0
03-Jul-24,1,11AD001,9595.92,39124.2,0,0,39124.2,0
03-Jul-24,2,07EP001,6400.5,0,0,0,0,6400.5
03-Jul-24,1,01AX030,58322.06,32060.87,0,26261.19,58322.06,0
03-Jul-24,2,02PK032,0.74,12.22,0,0,12.22,0
03-Jul-24,E,FD796,10039.86,300009.27,0,0,300009.27,0
03-Jul-24,2,FD775,14386.4,316814.69,0,0,316814.69,0
03-Jul-24,2,01AT270,31.6,0,0,0,0,31.6
03-Jul-24,3,FD337,52480,14.25,230242.24,0,230256.49,0
03-Jul-24,1,01AT409,8896.25,52608.35,0,0,52608.35,0
03-Jul-24,4,07DWE53,39.48,363.89,0,0,363.89,0
03-Jul-24,4,11FD020,71346.8,13549.41,0,57797.39,71346.8,0
03-Jul-24,1,11AA030,356.94,20270.03,0,0,20270.03,0
03-Jul-24,1,01GB004,29211.73,0,0,0,0,29211.73
03-Jul-24,1,07DW009,397.45,4658.12,0,0,4658.12,0
03-Jul-24,1,FD468,282331.01,0,4575740.28,0,4575740.28,0
03-Jul-24,1,01AT312,32299.5,63312.33,0,0,63312.33,0
03-Jul-24,2,FDE839,12244,98001,0,0,98001,0
03-Jul-24,1,03FD045,13104.6,320407.54,0,0,320407.54,0
03-Jul-24,1,07HD032,173.46,955.61,0,0,955.61,0
03-Jul-24,1,09FD215,15216.84,55764.91,0,0,55764.91,0
03-Jul-24,2,01CNE23,6949.6,256.88,0,0,256.88,6692.72
03-Jul-24,2,01CA0086,7101.86,1.42,0,0,1.42,7100.44
03-Jul-24,2,07CQ005,13248.41,2885.65,66771.6,0,69657.25,0
03-Jul-24,2,07FD356,2652.5,13.08,0,0,13.08,2639.42
03-Jul-24,1,01AH070,1016601.59,4386012.42,0,0,4386012.42,0
03-Jul-24,4,01CFAK13,1531,1658.78,0,0,1658.78,0
03-Jul-24,1,07EM103,5488.4,28375.4,0,0,28375.4,0
03-Jul-24,1,08FDE10,2687.67,3466.1,0,0,3466.1,0
03-Jul-24,2,09HS021,9472,84837.55,0,0,84837.55,0
03-Jul-24,4,01GB001,21010,82882.01,0,0,82882.01,0
03-Jul-24,1,FD267,35139.5,37573.48,0,0,37573.48,0
03-Jul-24,3,AHM010,4145.4,0,0,0,0,4145.4
03-Jul-24,4,01GBE01,18832,59507.16,0,0,59507.16,0
03-Jul-24,1,07FDCIPL,6851.79,143770.33,0,0,143770.33,0
03-Jul-24,1,AHM3E7,226450.02,508523.21,2019600,0,2528123.21,0
03-Jul-24,1,07HD050,971.6,4941.13,0,0,4941.13,0
03-Jul-24,2,01AT146,2124.5,34508.11,0,0,34508.11,0
03-Jul-24,2,07EM072,3186.4,16156.14,0,0,16156.14,0
03-Jul-24,1,AHM3E2,7198.95,3358.3,0,3840.65,7198.95,0
03-Jul-24,2,FDE452,4910.5,275.31,0,0,275.31,4635.19
03-Jul-24,1,07EM019,23758.21,119819.19,0,0,119819.19,0
03-Jul-24,4,07FD279,44531.1,8266.17,0,23605.62,31871.79,12659.31
03-Jul-24,1,01AX222,14709.36,15399.33,0,0,15399.33,0
03-Jul-24,2,07FD405,217.27,5819.82,0,0,5819.82,0
03-Jul-24,3,07FD214,9234.5,87062.03,0,0,87062.03,0
03-Jul-24,4,FD1082,28727.04,1287040.04,0,0,1287040.04,0
03-Jul-24,3,09FD073,1722.3,159.86,0,0,159.86,1562.44
03-Jul-24,3,01AT330,186056.05,355868.28,0,0,355868.28,0
03-Jul-24,2,FD1019,61050,2118002.15,0,0,2118002.15,0
03-Jul-24,3,FD1081,24496,120710.73,0,0,120710.73,0
03-Jul-24,4,09PK057,6365,126.25,0,0,126.25,6238.75
03-Jul-24,2,01CNE34,1839.6,687.33,0,0,687.33,1152.27
03-Jul-24,1,FD871,2128,23820.12,70254.24,0,94074.36,0
03-Jul-24,2,01AT439,96060,2083.32,0,93976.68,96060,0
03-Jul-24,4,FD781,28750,0,0,0,0,28750
03-Jul-24,1,09GB334,3442.66,0,0,0,0,3442.66
03-Jul-24,E,07FN006,4132,12042.97,1850179.27,0,1862222.24,0
03-Jul-24,2,FD879,8337.5,228610.41,0,0,228610.41,0
03-Jul-24,2,07ID029,1884.3,49430.28,0,0,49430.28,0
03-Jul-24,1,17PP011,1207.5,12048.04,0,0,12048.04,0
03-Jul-24,2,03AK048,3252.42,18771.28,0,0,18771.28,0
03-Jul-24,2,07IZ001,303.6,1832.3,0,0,1832.3,0
03-Jul-24,3,08RA005,9415.07,20094.7,0,0,20094.7,0
03-Jul-24,1,01SK001,8448,1624.05,0,6823.95,8448,0
03-Jul-24,1,03AM033,18576,147252.68,0,0,147252.68,0
03-Jul-24,1,07DM008,2100.35,10346.33,0,0,10346.33,0
03-Jul-24,1,AHM3E8,28978.05,68818.88,13144.22,0,81963.1,0
03-Jul-24,1,AHM3E14,83712.06,183075.93,0,0,183075.93,0
03-Jul-24,1,01EQ001,624558.36,1076164.36,38864.45,0,1115028.81,0
03-Jul-24,3,01DME07,28116.35,361947.77,280558.02,0,642505.79,0
03-Jul-24,1,07GV011,19090.16,145959.35,0,0,145959.35,0
03-Jul-24,E,01BWE03,1506.72,7777.83,0,0,7777.83,0
03-Jul-24,1,07FN062,55839.18,819768.3,1199640,0,2019408.3,0
03-Jul-24,E,14FD227,105000,368000.94,0,0,368000.94,0
03-Jul-24,4,01AT145,3380.8,124187.54,0,0,124187.54,0
03-Jul-24,4,07HD012,12742,66993.25,0,0,66993.25,0
03-Jul-24,1,01AT051,1022,147149.97,0,0,147149.97,0
03-Jul-24,1,01BU007,33649,0,679384.4,0,679384.4,0
03-Jul-24,1,11AA037,939.25,38817.65,0,0,38817.65,0
03-Jul-24,4,07BC007,1450.45,6669.33,0,0,6669.33,0
03-Jul-24,4,07FN067,5716.37,37862.11,0,0,37862.11,0
03-Jul-24,3,11AGE08,8400,532.71,0,7867.29,8400,0
03-Jul-24,3,07MCE2,23.9,500,0,0,500,0
03-Jul-24,3,07EM027,88,6667.25,62850,0,69517.25,0
03-Jul-24,1,07EM024,13905.3,75202.48,276990.53,0,352193.01,0
03-Jul-24,1,03AK035,85850,574130.62,0,0,574130.62,0
03-Jul-24,1,01FK090,19997.99,25676.12,39568.64,0,65244.76,0
03-Jul-24,1,07BT006,1445.8,41802.56,0,0,41802.56,0
03-Jul-24,1,FDE750,27084,37038.44,0,0,37038.44,0
03-Jul-24,1,01AT399,4140,0,23404.12,0,23404.12,0
03-Jul-24,1,FDE830,47,500,0,0,500,0
03-Jul-24,1,07BW019,11586.08,0,406911.61,0,406911.61,0
03-Jul-24,2,09FD335,1318.8,1517.92,0,0,1517.92,0
03-Jul-24,1,FDI032,331969.15,622583.55,4404408,0,5026991.55,0
03-Jul-24,1,AHM3E15,18010.2,41888.75,0,0,41888.75,0
03-Jul-24,2,07FD383,30.63,160.51,0,0,160.51,0
03-Jul-24,4,01CG51,3527.15,19526.6,0,0,19526.6,0
03-Jul-24,1,11AA024,2687.17,149290.28,72464.76,0,221755.04,0
03-Jul-24,1,AHM3E13,83724.03,187439.57,0,0,187439.57,0
03-Jul-24,2,01CB002,37747.26,0,424151.78,0,424151.78,0
03-Jul-24,1,AHM3E10,50756.2,139691.46,0,0,139691.46,0
03-Jul-24,2,01AB003,2706,0,0,2706,2706,0
03-Jul-24,2,01AT389,3845,3556.33,0,288.67,3845,0
03-Jul-24,1,07FT040,3562.5,178012.72,0,0,178012.72,0
03-Jul-24,1,FD252,599706.18,24644509.43,0,0,24644509.43,0
03-Jul-24,1,07HDE08,1390,7399.86,0,0,7399.86,0
03-Jul-24,2,07FN017,62000,228370.84,1560296.05,0,1788666.89,0
03-Jul-24,1,FD323,8881.6,33636.32,0,0,33636.32,0
03-Jul-24,3,FD286,40845,101610.13,0,0,101610.13,0
03-Jul-24,3,07AV017,7820.8,8390.24,512492.29,0,520882.53,0
03-Jul-24,4,07EA031,17563.72,1961.92,0,15601.8,17563.72,0
03-Jul-24,1,07IR012,1049.7,7408.53,0,0,7408.53,0
03-Jul-24,1,01AT412,20782,259921.17,6692.31,0,266613.48,0
03-Jul-24,4,11AA077,59509.26,52419.66,0,7089.6,59509.26,0
03-Jul-24,2,11AA055,1060.25,3658,0,0,3658,0
03-Jul-24,1,01BL002,1161.6,5709.62,0,0,5709.62,0
03-Jul-24,2,01AT333,7940,37587.76,0,0,37587.76,0
03-Jul-24,1,07FT007,2709.9,78294.26,0,0,78294.26,0
03-Jul-24,1,FD671,1080,1401.29,0,0,1401.29,0
03-Jul-24,4,07FD404,4857.1,49480.49,0,0,49480.49,0
03-Jul-24,E,01BW022,753.36,54272.41,0,0,54272.41,0
03-Jul-24,E,01BW006,2260.08,61343.9,0,0,61343.9,0
03-Jul-24,2,01MH005,12261.6,0,0,0,0,12261.6
03-Jul-24,4,01FK095,3779.6,428.69,0,0,428.69,3350.91
03-Jul-24,2,07EM021,8781,0,2506082.56,0,2506082.56,0
03-Jul-24,1,AHM3E6,28976.88,85272.39,0,0,85272.39,0
03-Jul-24,1,07BT008,46.68,271.66,0,0,271.66,0
03-Jul-24,1,FD134,40353.2,153588.4,1158796.6,0,1312385,0
03-Jul-24,1,07BT003,7138.8,261386.27,0,0,261386.27,0
03-Jul-24,E,01BW020,251.12,4293.53,0,0,4293.53,0
03-Jul-24,4,07EM029,1515,244.9,220835.64,0,221080.54,0
03-Jul-24,4,01CAD02,6282.57,0,0,0,0,6282.57
03-Jul-24,4,11AA103,1054.6,44.01,0,0,44.01,1010.59
03-Jul-24,4,09HS055,3402.8,378740.74,0,0,378740.74,0
03-Jul-24,4,07GV004,386731.08,1559.28,0,0,1559.28,385171.8
03-Jul-24,4,11FD017,19319.84,80050.06,0,0,80050.06,0
03-Jul-24,3,FDE788,4777.8,91530.7,0,0,91530.7,0
03-Jul-24,1,FD050,5229,17469.9,0,0,17469.9,0
03-Jul-24,1,08FD094,34545.6,19.96,0,0,19.96,34525.64
03-Jul-24,1,07EM055,2452.5,13090.24,0,0,13090.24,0
03-Jul-24,E,01BW009,5020,77545.11,0,0,77545.11,0
03-Jul-24,1,09PK136,3456,0,0,0,0,3456
03-Jul-24,3,01AHE01,43.39,223.99,0,0,223.99,0
03-Jul-24,2,11AA066,424.8,20140.1,0,0,20140.1,0
03-Jul-24,2,07DM001,11354,348311.14,0,0,348311.14,0
03-Jul-24,2,07BH005,2763.21,35009.18,0,0,35009.18,0
