02AUG2024,10:23:00,9650,55205,FD1069,31098900.00,5159107.50,0.00,36258007.50,62915571.84,0.00,0.00
02AUG2024,10:23:00,9650,55205,FDE527,17000.00,1056.25,0.00,18056.25,40254.63,0.00,0.00
02AUG2024,10:23:00,9650,55205,*OWN*,394190024.50,38064153.94,164980.00,432419158.44,805899965.81,807406302.86,0.00
02AUG2024,10:23:00,9650,55205,07FD429,40116.00,4134.25,0.00,44250.25,50100.98,0.00,0.00
02AUG2024,10:23:00,9650,55205,FD003,7300850.00,715572.50,0.00,8016422.50,1825509.22,6847956.00,0.00
02AUG2024,10:23:00,9650,55205,FD857,1280000.00,84400.00,0.00,1364400.00,23049101.89,0.00,0.00
02AUG2024,10:23:00,9650,55205,01AH070,90749455.00,13387315.00,0.00,104136770.00,113048988.54,91570570.00,0.00
02AUG2024,10:23:00,9650,55205,FD1082,553550.00,87442.50,0.00,640992.50,1089505.91,0.00,0.00
02AUG2024,10:23:00,9650,55205,01DME19,2223855.00,298776.00,0.00,2522631.00,3689336.44,0.00,0.00
02AUG2024,10:23:00,9650,55205,01EQ001,6676256.00,739052.99,0.00,7415308.99,10025343.74,3276655.41,0.00
02AUG2024,10:23:00,9650,55205,07DW035,20058.00,2067.12,0.00,22125.12,57686.81,0.00,0.00
02AUG2024,10:23:00,9650,55205,14FD060,20075225.00,2227699.56,685210.00,22988134.56,168423827.06,0.00,0.00
02AUG2024,10:23:00,9650,55205,FD1087,5313000.00,857059.38,0.00,6170059.38,9385537.60,6470892.07,0.00
02AUG2024,10:23:00,9650,55205,03AKE02,51000.00,3168.75,0.00,54168.75,258177.38,0.00,0.00
02AUG2024,10:23:00,9650,55205,FDI001,10029.00,1033.56,0.00,11062.56,16864.73,0.00,0.00
02AUG2024,10:23:00,9650,55205,11AIE07,20058.00,2067.12,0.00,22125.12,27312.26,0.00,0.00
02AUG2024,10:23:00,9650,55205,FD1046,84364200.00,10936822.50,0.00,95301022.50,137615896.80,0.00,0.00
02AUG2024,10:23:00,9650,55205,FDI019,149490.00,26241.38,0.00,175731.38,221569.58,0.00,0.00
02AUG2024,10:23:00,9650,55205,07BC007,10029.00,1033.56,0.00,11062.56,39235.34,0.00,0.00
02AUG2024,10:23:00,9650,55205,09FD215,10029.00,1033.56,0.00,11062.56,16272.71,0.00,0.00
02AUG2024,10:23:00,9650,55205,01EQ002,20424600.00,2716605.00,0.00,23141205.00,48072182.00,4566524.75,0.00
