02AUG2024,20:44:00,9650,55205,FD1069,11495700.00,1925527.50,0.00,13421227.50,62915571.84,0.00,0.00
02AUG2024,20:44:00,9650,55205,FDE527,17000.00,1056.25,0.00,18056.25,35477.68,0.00,0.00
02AUG2024,20:44:00,9650,55205,*OWN*,668735737.50,55000063.44,0.00,723735800.94,871899965.81,787950798.45,0.00
02AUG2024,20:44:00,9650,55205,09HS015,30087.00,3100.69,0.00,33187.69,51039.99,0.00,0.00
02AUG2024,20:44:00,9650,55205,01AH070,107268450.00,14914094.00,0.00,122182544.00,82682644.34,91570570.00,0.00
02AUG2024,20:44:00,9650,55205,07FD429,40116.00,4134.25,0.00,44250.25,50100.98,0.00,0.00
02AUG2024,20:44:00,9650,55205,FD003,7300850.00,715572.50,0.00,8016422.50,1892678.15,6847956.00,0.00
02AUG2024,20:44:00,9650,55205,FD1082,553550.00,87442.50,0.00,640992.50,1170064.05,0.00,0.00
02AUG2024,20:44:00,9650,55205,01DM006,284505.00,30972.75,0.00,315477.75,2150318.57,0.00,0.00
02AUG2024,20:44:00,9650,55205,01DME19,2223855.00,298776.00,0.00,2522631.00,3980854.15,0.00,0.00
02AUG2024,20:44:00,9650,55205,01EQ002,32906000.00,5330950.00,0.00,38236950.00,52935226.28,4566524.75,0.00
02AUG2024,20:44:00,9650,55205,01EQ001,6803085.00,751500.18,0.00,7554585.18,5592461.32,3230054.67,0.00
02AUG2024,20:44:00,9650,55205,07DW035,20058.00,2067.12,0.00,22125.12,57686.81,0.00,0.00
02AUG2024,20:44:00,9650,55205,14FD060,105100423.00,5362768.25,0.00,110463191.25,135549595.30,0.00,0.00
02AUG2024,20:44:00,9650,55205,FD1087,2635500.00,437212.50,0.00,3072712.50,9525736.98,6470892.07,0.00
02AUG2024,20:44:00,9650,55205,03AKE02,51000.00,3168.75,0.00,54168.75,258177.38,0.00,0.00
02AUG2024,20:44:00,9650,55205,FDI001,10029.00,1033.56,0.00,11062.56,15651.40,0.00,0.00
02AUG2024,20:44:00,9650,55205,A1BA207,0.00,0.00,25077.50,25077.50,27837.17,0.00,0.00
02AUG2024,20:44:00,9650,55205,11AIE07,20058.00,2067.12,0.00,22125.12,26104.67,0.00,0.00
02AUG2024,20:44:00,9650,55205,FDI019,149490.00,26241.38,0.00,175731.38,218334.75,0.00,0.00
02AUG2024,20:44:00,9650,55205,FD1046,84364200.00,10936822.50,0.00,95301022.50,135704797.07,0.00,0.00
02AUG2024,20:44:00,9650,55205,09FD215,10029.00,1033.56,0.00,11062.56,14032.02,0.00,0.00
02AUG2024,20:44:00,9650,55205,07BC007,10029.00,1033.56,0.00,11062.56,38968.15,0.00,0.00
